AP,F1,Precision,Recall,Accuracy,Threshold,Avg. Time,Cache Type,Model,Key,Sampling
0.9064749799604851,0.6711409395973155,0.5050505050505051,1.0,0.51,0.0,0.001248659610748291,FedGPTCache-albert,albert,15th:tname-paraphrase-albert-small-v2-dname-dgptcache-clients_per_round-4-num_clients-20-batch_size-128-device-cuda-client_epochs-6-num_rounds-50-loss_type-both-mnr-contrastive-,"[0 1]:[500 500], Total:1000"
0.9200590546657198,0.6693440428380187,0.5030181086519114,1.0,0.506,0.0,0.000805922269821167,FedGPTCache-mpnet,mpnet,15th:tname-multi-qa-mpnet-base-cos-v1-dname-dgptcache-clients_per_round-4-num_clients-20-batch_size-128-device-cuda-client_epochs-6-num_rounds-50-loss_type-both-mnr-contrastive-,"[0 1]:[500 500], Total:1000"
0.9064749799604851,0.6720430107526881,0.5060728744939271,1.0,0.512,0.01,0.0005219848155975341,FedGPTCache-albert,albert,15th:tname-paraphrase-albert-small-v2-dname-dgptcache-clients_per_round-4-num_clients-20-batch_size-128-device-cuda-client_epochs-6-num_rounds-50-loss_type-both-mnr-contrastive-,"[0 1]:[500 500], Total:1000"
0.9200590546657198,0.6711409395973155,0.5050505050505051,1.0,0.51,0.01,0.000787942886352539,FedGPTCache-mpnet,mpnet,15th:tname-multi-qa-mpnet-base-cos-v1-dname-dgptcache-clients_per_round-4-num_clients-20-batch_size-128-device-cuda-client_epochs-6-num_rounds-50-loss_type-both-mnr-contrastive-,"[0 1]:[500 500], Total:1000"
0.9064749799604851,0.6729475100942127,0.5070993914807302,1.0,0.514,0.02,0.0005222692489624024,FedGPTCache-albert,albert,15th:tname-paraphrase-albert-small-v2-dname-dgptcache-clients_per_round-4-num_clients-20-batch_size-128-device-cuda-client_epochs-6-num_rounds-50-loss_type-both-mnr-contrastive-,"[0 1]:[500 500], Total:1000"
0.9200590546657198,0.671591672263264,0.5055611729019212,1.0,0.511,0.02,0.000779148817062378,FedGPTCache-mpnet,mpnet,15th:tname-multi-qa-mpnet-base-cos-v1-dname-dgptcache-clients_per_round-4-num_clients-20-batch_size-128-device-cuda-client_epochs-6-num_rounds-50-loss_type-both-mnr-contrastive-,"[0 1]:[500 500], Total:1000"
0.9064749799604851,0.6743088334457181,0.508646998982706,1.0,0.517,0.03,0.0005195913314819336,FedGPTCache-albert,albert,15th:tname-paraphrase-albert-small-v2-dname-dgptcache-clients_per_round-4-num_clients-20-batch_size-128-device-cuda-client_epochs-6-num_rounds-50-loss_type-both-mnr-contrastive-,"[0 1]:[500 500], Total:1000"
0.9200590546657198,0.671591672263264,0.5055611729019212,1.0,0.511,0.03,0.0007770113945007324,FedGPTCache-mpnet,mpnet,15th:tname-multi-qa-mpnet-base-cos-v1-dname-dgptcache-clients_per_round-4-num_clients-20-batch_size-128-device-cuda-client_epochs-6-num_rounds-50-loss_type-both-mnr-contrastive-,"[0 1]:[500 500], Total:1000"
0.9064749799604851,0.675219446320054,0.509683995922528,1.0,0.519,0.04,0.0005195786952972413,FedGPTCache-albert,albert,15th:tname-paraphrase-albert-small-v2-dname-dgptcache-clients_per_round-4-num_clients-20-batch_size-128-device-cuda-client_epochs-6-num_rounds-50-loss_type-both-mnr-contrastive-,"[0 1]:[500 500], Total:1000"
0.9200590546657198,0.6738544474393531,0.508130081300813,1.0,0.516,0.04,0.0007769362926483154,FedGPTCache-mpnet,mpnet,15th:tname-multi-qa-mpnet-base-cos-v1-dname-dgptcache-clients_per_round-4-num_clients-20-batch_size-128-device-cuda-client_epochs-6-num_rounds-50-loss_type-both-mnr-contrastive-,"[0 1]:[500 500], Total:1000"
0.9064749799604851,0.6765899864682002,0.5112474437627812,1.0,0.522,0.05,0.0005205552577972413,FedGPTCache-albert,albert,15th:tname-paraphrase-albert-small-v2-dname-dgptcache-clients_per_round-4-num_clients-20-batch_size-128-device-cuda-client_epochs-6-num_rounds-50-loss_type-both-mnr-contrastive-,"[0 1]:[500 500], Total:1000"
0.9200590546657198,0.6756756756756758,0.5102040816326531,1.0,0.52,0.05,0.00077628755569458,FedGPTCache-mpnet,mpnet,15th:tname-multi-qa-mpnet-base-cos-v1-dname-dgptcache-clients_per_round-4-num_clients-20-batch_size-128-device-cuda-client_epochs-6-num_rounds-50-loss_type-both-mnr-contrastive-,"[0 1]:[500 500], Total:1000"
0.9064749799604851,0.6765899864682002,0.5112474437627812,1.0,0.522,0.06,0.0006309394836425781,FedGPTCache-albert,albert,15th:tname-paraphrase-albert-small-v2-dname-dgptcache-clients_per_round-4-num_clients-20-batch_size-128-device-cuda-client_epochs-6-num_rounds-50-loss_type-both-mnr-contrastive-,"[0 1]:[500 500], Total:1000"
0.9200590546657198,0.6770480704129993,0.5117707267144319,1.0,0.523,0.06,0.0007782683372497558,FedGPTCache-mpnet,mpnet,15th:tname-multi-qa-mpnet-base-cos-v1-dname-dgptcache-clients_per_round-4-num_clients-20-batch_size-128-device-cuda-client_epochs-6-num_rounds-50-loss_type-both-mnr-contrastive-,"[0 1]:[500 500], Total:1000"
0.9064749799604851,0.6765899864682002,0.5112474437627812,1.0,0.522,0.07,0.0005192792415618896,FedGPTCache-albert,albert,15th:tname-paraphrase-albert-small-v2-dname-dgptcache-clients_per_round-4-num_clients-20-batch_size-128-device-cuda-client_epochs-6-num_rounds-50-loss_type-both-mnr-contrastive-,"[0 1]:[500 500], Total:1000"
0.9200590546657198,0.6775067750677507,0.5122950819672131,1.0,0.524,0.07,0.0007776887416839599,FedGPTCache-mpnet,mpnet,15th:tname-multi-qa-mpnet-base-cos-v1-dname-dgptcache-clients_per_round-4-num_clients-20-batch_size-128-device-cuda-client_epochs-6-num_rounds-50-loss_type-both-mnr-contrastive-,"[0 1]:[500 500], Total:1000"
0.9064749799604851,0.6770480704129993,0.5117707267144319,1.0,0.523,0.08,0.000519115686416626,FedGPTCache-albert,albert,15th:tname-paraphrase-albert-small-v2-dname-dgptcache-clients_per_round-4-num_clients-20-batch_size-128-device-cuda-client_epochs-6-num_rounds-50-loss_type-both-mnr-contrastive-,"[0 1]:[500 500], Total:1000"
0.9200590546657198,0.6793478260869565,0.51440329218107,1.0,0.528,0.08,0.0007772881984710693,FedGPTCache-mpnet,mpnet,15th:tname-multi-qa-mpnet-base-cos-v1-dname-dgptcache-clients_per_round-4-num_clients-20-batch_size-128-device-cuda-client_epochs-6-num_rounds-50-loss_type-both-mnr-contrastive-,"[0 1]:[500 500], Total:1000"
0.9064749799604851,0.6779661016949152,0.5128205128205128,1.0,0.525,0.09,0.0005195209980010986,FedGPTCache-albert,albert,15th:tname-paraphrase-albert-small-v2-dname-dgptcache-clients_per_round-4-num_clients-20-batch_size-128-device-cuda-client_epochs-6-num_rounds-50-loss_type-both-mnr-contrastive-,"[0 1]:[500 500], Total:1000"
