AP,F1,Precision,Recall,Accuracy,Threshold,Avg. Time,Cache Type,Model,Key,Sampling
0.9409600767988001,0.6920415224913494,0.5291005291005291,1.0,0.555,0.32,0.0006328332424163819,FedGPTCache-albert,albert,15th:tname-paraphrase-albert-small-v2-dname-dgptcache-clients_per_round-4-num_clients-20-batch_size-128-device-cuda-client_epochs-6-num_rounds-50-loss_type-both-mnr-contrastive-,"[0 1]:[100 100], Total:200"
0.9509581445401124,0.7017543859649124,0.5405405405405406,1.0,0.575,0.32,0.0010671520233154297,FedGPTCache-mpnet,mpnet,15th:tname-multi-qa-mpnet-base-cos-v1-dname-dgptcache-clients_per_round-4-num_clients-20-batch_size-128-device-cuda-client_epochs-6-num_rounds-50-loss_type-both-mnr-contrastive-,"[0 1]:[100 100], Total:200"
0.7034262767070347,0.6688963210702341,0.5025125628140703,1.0,0.505,0.33,0.07936346054077148,llama2,llama2,---,"[0 1]:[100 100], Total:200"
0.9409600767988001,0.6920415224913494,0.5291005291005291,1.0,0.555,0.33,0.0006377410888671875,FedGPTCache-albert,albert,15th:tname-paraphrase-albert-small-v2-dname-dgptcache-clients_per_round-4-num_clients-20-batch_size-128-device-cuda-client_epochs-6-num_rounds-50-loss_type-both-mnr-contrastive-,"[0 1]:[100 100], Total:200"
0.9509581445401124,0.7067137809187279,0.546448087431694,1.0,0.585,0.33,0.001065688133239746,FedGPTCache-mpnet,mpnet,15th:tname-multi-qa-mpnet-base-cos-v1-dname-dgptcache-clients_per_round-4-num_clients-20-batch_size-128-device-cuda-client_epochs-6-num_rounds-50-loss_type-both-mnr-contrastive-,"[0 1]:[100 100], Total:200"
0.7034262767070347,0.6688963210702341,0.5025125628140703,1.0,0.505,0.34,0.07958868384361267,llama2,llama2,---,"[0 1]:[100 100], Total:200"
0.9409600767988001,0.6944444444444444,0.5319148936170213,1.0,0.56,0.34,0.0006379354000091553,FedGPTCache-albert,albert,15th:tname-paraphrase-albert-small-v2-dname-dgptcache-clients_per_round-4-num_clients-20-batch_size-128-device-cuda-client_epochs-6-num_rounds-50-loss_type-both-mnr-contrastive-,"[0 1]:[100 100], Total:200"
0.9509581445401124,0.7142857142857143,0.5555555555555556,1.0,0.6,0.34,0.0010636806488037109,FedGPTCache-mpnet,mpnet,15th:tname-multi-qa-mpnet-base-cos-v1-dname-dgptcache-clients_per_round-4-num_clients-20-batch_size-128-device-cuda-client_epochs-6-num_rounds-50-loss_type-both-mnr-contrastive-,"[0 1]:[100 100], Total:200"
0.7034262767070347,0.6688963210702341,0.5025125628140703,1.0,0.505,0.35,0.07918584704399109,llama2,llama2,---,"[0 1]:[100 100], Total:200"
0.9409600767988001,0.6993006993006993,0.5376344086021505,1.0,0.57,0.35,0.0006357395648956299,FedGPTCache-albert,albert,15th:tname-paraphrase-albert-small-v2-dname-dgptcache-clients_per_round-4-num_clients-20-batch_size-128-device-cuda-client_epochs-6-num_rounds-50-loss_type-both-mnr-contrastive-,"[0 1]:[100 100], Total:200"
0.9509581445401124,0.7168458781362006,0.5586592178770949,1.0,0.605,0.35,0.0010647082328796387,FedGPTCache-mpnet,mpnet,15th:tname-multi-qa-mpnet-base-cos-v1-dname-dgptcache-clients_per_round-4-num_clients-20-batch_size-128-device-cuda-client_epochs-6-num_rounds-50-loss_type-both-mnr-contrastive-,"[0 1]:[100 100], Total:200"
0.7034262767070347,0.6688963210702341,0.5025125628140703,1.0,0.505,0.36,0.07960530519485473,llama2,llama2,---,"[0 1]:[100 100], Total:200"
0.9409600767988001,0.704225352112676,0.5434782608695652,1.0,0.58,0.36,0.000635298490524292,FedGPTCache-albert,albert,15th:tname-paraphrase-albert-small-v2-dname-dgptcache-clients_per_round-4-num_clients-20-batch_size-128-device-cuda-client_epochs-6-num_rounds-50-loss_type-both-mnr-contrastive-,"[0 1]:[100 100], Total:200"
0.9509581445401124,0.7194244604316548,0.5617977528089888,1.0,0.61,0.36,0.0011249637603759765,FedGPTCache-mpnet,mpnet,15th:tname-multi-qa-mpnet-base-cos-v1-dname-dgptcache-clients_per_round-4-num_clients-20-batch_size-128-device-cuda-client_epochs-6-num_rounds-50-loss_type-both-mnr-contrastive-,"[0 1]:[100 100], Total:200"
0.7034262767070347,0.6688963210702341,0.5025125628140703,1.0,0.505,0.37,0.0792031192779541,llama2,llama2,---,"[0 1]:[100 100], Total:200"
0.9409600767988001,0.7092198581560284,0.5494505494505495,1.0,0.59,0.37,0.0006349241733551026,FedGPTCache-albert,albert,15th:tname-paraphrase-albert-small-v2-dname-dgptcache-clients_per_round-4-num_clients-20-batch_size-128-device-cuda-client_epochs-6-num_rounds-50-loss_type-both-mnr-contrastive-,"[0 1]:[100 100], Total:200"
0.9509581445401124,0.7194244604316548,0.5617977528089888,1.0,0.61,0.37,0.000984112024307251,FedGPTCache-mpnet,mpnet,15th:tname-multi-qa-mpnet-base-cos-v1-dname-dgptcache-clients_per_round-4-num_clients-20-batch_size-128-device-cuda-client_epochs-6-num_rounds-50-loss_type-both-mnr-contrastive-,"[0 1]:[100 100], Total:200"
0.7034262767070347,0.6688963210702341,0.5025125628140703,1.0,0.505,0.38,0.07919751405715943,llama2,llama2,---,"[0 1]:[100 100], Total:200"
0.9409600767988001,0.7092198581560284,0.5494505494505495,1.0,0.59,0.38,0.0006383264064788818,FedGPTCache-albert,albert,15th:tname-paraphrase-albert-small-v2-dname-dgptcache-clients_per_round-4-num_clients-20-batch_size-128-device-cuda-client_epochs-6-num_rounds-50-loss_type-both-mnr-contrastive-,"[0 1]:[100 100], Total:200"
0.9509581445401124,0.7220216606498194,0.5649717514124294,1.0,0.615,0.38,0.0009830605983734131,FedGPTCache-mpnet,mpnet,15th:tname-multi-qa-mpnet-base-cos-v1-dname-dgptcache-clients_per_round-4-num_clients-20-batch_size-128-device-cuda-client_epochs-6-num_rounds-50-loss_type-both-mnr-contrastive-,"[0 1]:[100 100], Total:200"
0.7034262767070347,0.6688963210702341,0.5025125628140703,1.0,0.505,0.39,0.07919924378395081,llama2,llama2,---,"[0 1]:[100 100], Total:200"
0.9409600767988001,0.7117437722419929,0.5524861878453039,1.0,0.595,0.39,0.0006340718269348144,FedGPTCache-albert,albert,15th:tname-paraphrase-albert-small-v2-dname-dgptcache-clients_per_round-4-num_clients-20-batch_size-128-device-cuda-client_epochs-6-num_rounds-50-loss_type-both-mnr-contrastive-,"[0 1]:[100 100], Total:200"
0.9509581445401124,0.7246376811594203,0.5681818181818182,1.0,0.62,0.39,0.0009995603561401367,FedGPTCache-mpnet,mpnet,15th:tname-multi-qa-mpnet-base-cos-v1-dname-dgptcache-clients_per_round-4-num_clients-20-batch_size-128-device-cuda-client_epochs-6-num_rounds-50-loss_type-both-mnr-contrastive-,"[0 1]:[100 100], Total:200"
0.7034262767070347,0.6688963210702341,0.5025125628140703,1.0,0.505,0.4,0.07920946955680847,llama2,llama2,---,"[0 1]:[100 100], Total:200"
0.9409600767988001,0.7142857142857143,0.5555555555555556,1.0,0.6,0.4,0.0006373822689056396,FedGPTCache-albert,albert,15th:tname-paraphrase-albert-small-v2-dname-dgptcache-clients_per_round-4-num_clients-20-batch_size-128-device-cuda-client_epochs-6-num_rounds-50-loss_type-both-mnr-contrastive-,"[0 1]:[100 100], Total:200"
0.9509581445401124,0.7246376811594203,0.5681818181818182,1.0,0.62,0.4,0.0009849441051483154,FedGPTCache-mpnet,mpnet,15th:tname-multi-qa-mpnet-base-cos-v1-dname-dgptcache-clients_per_round-4-num_clients-20-batch_size-128-device-cuda-client_epochs-6-num_rounds-50-loss_type-both-mnr-contrastive-,"[0 1]:[100 100], Total:200"
0.7034262767070347,0.6711409395973155,0.5050505050505051,1.0,0.51,0.41,0.07972150683403015,llama2,llama2,---,"[0 1]:[100 100], Total:200"
0.9409600767988001,0.7194244604316548,0.5617977528089888,1.0,0.61,0.41,0.0006345927715301514,FedGPTCache-albert,albert,15th:tname-paraphrase-albert-small-v2-dname-dgptcache-clients_per_round-4-num_clients-20-batch_size-128-device-cuda-client_epochs-6-num_rounds-50-loss_type-both-mnr-contrastive-,"[0 1]:[100 100], Total:200"
0.9509581445401124,0.7326007326007327,0.5780346820809249,1.0,0.635,0.41,0.000990217924118042,FedGPTCache-mpnet,mpnet,15th:tname-multi-qa-mpnet-base-cos-v1-dname-dgptcache-clients_per_round-4-num_clients-20-batch_size-128-device-cuda-client_epochs-6-num_rounds-50-loss_type-both-mnr-contrastive-,"[0 1]:[100 100], Total:200"
0.7034262767070347,0.6711409395973155,0.5050505050505051,1.0,0.51,0.42,0.0791975736618042,llama2,llama2,---,"[0 1]:[100 100], Total:200"
0.9409600767988001,0.7220216606498194,0.5649717514124294,1.0,0.615,0.42,0.0006359875202178955,FedGPTCache-albert,albert,15th:tname-paraphrase-albert-small-v2-dname-dgptcache-clients_per_round-4-num_clients-20-batch_size-128-device-cuda-client_epochs-6-num_rounds-50-loss_type-both-mnr-contrastive-,"[0 1]:[100 100], Total:200"
0.9509581445401124,0.7380073800738007,0.5847953216374269,1.0,0.645,0.42,0.00100882887840271,FedGPTCache-mpnet,mpnet,15th:tname-multi-qa-mpnet-base-cos-v1-dname-dgptcache-clients_per_round-4-num_clients-20-batch_size-128-device-cuda-client_epochs-6-num_rounds-50-loss_type-both-mnr-contrastive-,"[0 1]:[100 100], Total:200"
0.7034262767070347,0.6711409395973155,0.5050505050505051,1.0,0.51,0.43,0.07918427348136901,llama2,llama2,---,"[0 1]:[100 100], Total:200"
0.9409600767988001,0.7299270072992701,0.5747126436781609,1.0,0.63,0.43,0.0006373500823974609,FedGPTCache-albert,albert,15th:tname-paraphrase-albert-small-v2-dname-dgptcache-clients_per_round-4-num_clients-20-batch_size-128-device-cuda-client_epochs-6-num_rounds-50-loss_type-both-mnr-contrastive-,"[0 1]:[100 100], Total:200"
0.9509581445401124,0.7462686567164178,0.5952380952380952,1.0,0.66,0.43,0.0010201573371887208,FedGPTCache-mpnet,mpnet,15th:tname-multi-qa-mpnet-base-cos-v1-dname-dgptcache-clients_per_round-4-num_clients-20-batch_size-128-device-cuda-client_epochs-6-num_rounds-50-loss_type-both-mnr-contrastive-,"[0 1]:[100 100], Total:200"
0.7034262767070347,0.6711409395973155,0.5050505050505051,1.0,0.51,0.44,0.0791913378238678,llama2,llama2,---,"[0 1]:[100 100], Total:200"
0.9409600767988001,0.7352941176470588,0.5813953488372093,1.0,0.64,0.44,0.0006335699558258057,FedGPTCache-albert,albert,15th:tname-paraphrase-albert-small-v2-dname-dgptcache-clients_per_round-4-num_clients-20-batch_size-128-device-cuda-client_epochs-6-num_rounds-50-loss_type-both-mnr-contrastive-,"[0 1]:[100 100], Total:200"
0.9509581445401124,0.7490636704119851,0.5988023952095808,1.0,0.665,0.44,0.001023629903793335,FedGPTCache-mpnet,mpnet,15th:tname-multi-qa-mpnet-base-cos-v1-dname-dgptcache-clients_per_round-4-num_clients-20-batch_size-128-device-cuda-client_epochs-6-num_rounds-50-loss_type-both-mnr-contrastive-,"[0 1]:[100 100], Total:200"
0.7034262767070347,0.6734006734006733,0.5076142131979695,1.0,0.515,0.45,0.07922869920730591,llama2,llama2,---,"[0 1]:[100 100], Total:200"
0.9409600767988001,0.7407407407407407,0.5882352941176471,1.0,0.65,0.45,0.000637216567993164,FedGPTCache-albert,albert,15th:tname-paraphrase-albert-small-v2-dname-dgptcache-clients_per_round-4-num_clients-20-batch_size-128-device-cuda-client_epochs-6-num_rounds-50-loss_type-both-mnr-contrastive-,"[0 1]:[100 100], Total:200"
0.9509581445401124,0.7518796992481204,0.6024096385542169,1.0,0.67,0.45,0.0009835314750671386,FedGPTCache-mpnet,mpnet,15th:tname-multi-qa-mpnet-base-cos-v1-dname-dgptcache-clients_per_round-4-num_clients-20-batch_size-128-device-cuda-client_epochs-6-num_rounds-50-loss_type-both-mnr-contrastive-,"[0 1]:[100 100], Total:200"
0.7034262767070347,0.6734006734006733,0.5076142131979695,1.0,0.515,0.46,0.07968756437301636,llama2,llama2,---,"[0 1]:[100 100], Total:200"
0.9409600767988001,0.7434944237918216,0.591715976331361,1.0,0.655,0.46,0.0006333708763122559,FedGPTCache-albert,albert,15th:tname-paraphrase-albert-small-v2-dname-dgptcache-clients_per_round-4-num_clients-20-batch_size-128-device-cuda-client_epochs-6-num_rounds-50-loss_type-both-mnr-contrastive-,"[0 1]:[100 100], Total:200"
0.9509581445401124,0.7604562737642586,0.6134969325153374,1.0,0.685,0.46,0.0010344922542572022,FedGPTCache-mpnet,mpnet,15th:tname-multi-qa-mpnet-base-cos-v1-dname-dgptcache-clients_per_round-4-num_clients-20-batch_size-128-device-cuda-client_epochs-6-num_rounds-50-loss_type-both-mnr-contrastive-,"[0 1]:[100 100], Total:200"
0.7034262767070347,0.6779661016949152,0.5128205128205128,1.0,0.525,0.47,0.0791986882686615,llama2,llama2,---,"[0 1]:[100 100], Total:200"
0.9409600767988001,0.7462686567164178,0.5952380952380952,1.0,0.66,0.47,0.0006326115131378173,FedGPTCache-albert,albert,15th:tname-paraphrase-albert-small-v2-dname-dgptcache-clients_per_round-4-num_clients-20-batch_size-128-device-cuda-client_epochs-6-num_rounds-50-loss_type-both-mnr-contrastive-,"[0 1]:[100 100], Total:200"
0.9509581445401124,0.7662835249042146,0.6211180124223602,1.0,0.695,0.47,0.000984954833984375,FedGPTCache-mpnet,mpnet,15th:tname-multi-qa-mpnet-base-cos-v1-dname-dgptcache-clients_per_round-4-num_clients-20-batch_size-128-device-cuda-client_epochs-6-num_rounds-50-loss_type-both-mnr-contrastive-,"[0 1]:[100 100], Total:200"
0.7034262767070347,0.68259385665529,0.5181347150259067,1.0,0.535,0.48,0.0796587860584259,llama2,llama2,---,"[0 1]:[100 100], Total:200"
0.9409600767988001,0.7518796992481204,0.6024096385542169,1.0,0.67,0.48,0.0006360888481140136,FedGPTCache-albert,albert,15th:tname-paraphrase-albert-small-v2-dname-dgptcache-clients_per_round-4-num_clients-20-batch_size-128-device-cuda-client_epochs-6-num_rounds-50-loss_type-both-mnr-contrastive-,"[0 1]:[100 100], Total:200"
0.9509581445401124,0.7692307692307693,0.625,1.0,0.7,0.48,0.0009957420825958251,FedGPTCache-mpnet,mpnet,15th:tname-multi-qa-mpnet-base-cos-v1-dname-dgptcache-clients_per_round-4-num_clients-20-batch_size-128-device-cuda-client_epochs-6-num_rounds-50-loss_type-both-mnr-contrastive-,"[0 1]:[100 100], Total:200"
0.7034262767070347,0.678082191780822,0.515625,0.99,0.53,0.49,0.07952106833457946,llama2,llama2,---,"[0 1]:[100 100], Total:200"
0.9409600767988001,0.7604562737642586,0.6134969325153374,1.0,0.685,0.49,0.0006341075897216797,FedGPTCache-albert,albert,15th:tname-paraphrase-albert-small-v2-dname-dgptcache-clients_per_round-4-num_clients-20-batch_size-128-device-cuda-client_epochs-6-num_rounds-50-loss_type-both-mnr-contrastive-,"[0 1]:[100 100], Total:200"
0.9509581445401124,0.7722007722007722,0.6289308176100629,1.0,0.705,0.49,0.0011940932273864747,FedGPTCache-mpnet,mpnet,15th:tname-multi-qa-mpnet-base-cos-v1-dname-dgptcache-clients_per_round-4-num_clients-20-batch_size-128-device-cuda-client_epochs-6-num_rounds-50-loss_type-both-mnr-contrastive-,"[0 1]:[100 100], Total:200"
0.7034262767070347,0.6827586206896552,0.5210526315789473,0.99,0.54,0.5,0.07926072120666504,llama2,llama2,---,"[0 1]:[100 100], Total:200"
0.9409600767988001,0.7662835249042146,0.6211180124223602,1.0,0.695,0.5,0.000638587474822998,FedGPTCache-albert,albert,15th:tname-paraphrase-albert-small-v2-dname-dgptcache-clients_per_round-4-num_clients-20-batch_size-128-device-cuda-client_epochs-6-num_rounds-50-loss_type-both-mnr-contrastive-,"[0 1]:[100 100], Total:200"
0.9509581445401124,0.7782101167315175,0.6369426751592356,1.0,0.715,0.5,0.001179349422454834,FedGPTCache-mpnet,mpnet,15th:tname-multi-qa-mpnet-base-cos-v1-dname-dgptcache-clients_per_round-4-num_clients-20-batch_size-128-device-cuda-client_epochs-6-num_rounds-50-loss_type-both-mnr-contrastive-,"[0 1]:[100 100], Total:200"
0.7034262767070347,0.6851211072664359,0.5238095238095238,0.99,0.545,0.51,0.07988684892654419,llama2,llama2,---,"[0 1]:[100 100], Total:200"
0.9409600767988001,0.7662835249042146,0.6211180124223602,1.0,0.695,0.51,0.0006351017951965332,FedGPTCache-albert,albert,15th:tname-paraphrase-albert-small-v2-dname-dgptcache-clients_per_round-4-num_clients-20-batch_size-128-device-cuda-client_epochs-6-num_rounds-50-loss_type-both-mnr-contrastive-,"[0 1]:[100 100], Total:200"
0.9509581445401124,0.7782101167315175,0.6369426751592356,1.0,0.715,0.51,0.0010979783535003662,FedGPTCache-mpnet,mpnet,15th:tname-multi-qa-mpnet-base-cos-v1-dname-dgptcache-clients_per_round-4-num_clients-20-batch_size-128-device-cuda-client_epochs-6-num_rounds-50-loss_type-both-mnr-contrastive-,"[0 1]:[100 100], Total:200"
0.7034262767070347,0.6875000000000001,0.526595744680851,0.99,0.55,0.52,0.07949377298355102,llama2,llama2,---,"[0 1]:[100 100], Total:200"
0.9409600767988001,0.7782101167315175,0.6369426751592356,1.0,0.715,0.52,0.0006460583209991455,FedGPTCache-albert,albert,15th:tname-paraphrase-albert-small-v2-dname-dgptcache-clients_per_round-4-num_clients-20-batch_size-128-device-cuda-client_epochs-6-num_rounds-50-loss_type-both-mnr-contrastive-,"[0 1]:[100 100], Total:200"
0.9509581445401124,0.7843137254901961,0.6451612903225806,1.0,0.725,0.52,0.0010072612762451172,FedGPTCache-mpnet,mpnet,15th:tname-multi-qa-mpnet-base-cos-v1-dname-dgptcache-clients_per_round-4-num_clients-20-batch_size-128-device-cuda-client_epochs-6-num_rounds-50-loss_type-both-mnr-contrastive-,"[0 1]:[100 100], Total:200"
0.7034262767070347,0.6875000000000001,0.526595744680851,0.99,0.55,0.53,0.07981019020080567,llama2,llama2,---,"[0 1]:[100 100], Total:200"
0.9409600767988001,0.7782101167315175,0.6369426751592356,1.0,0.715,0.53,0.000634000301361084,FedGPTCache-albert,albert,15th:tname-paraphrase-albert-small-v2-dname-dgptcache-clients_per_round-4-num_clients-20-batch_size-128-device-cuda-client_epochs-6-num_rounds-50-loss_type-both-mnr-contrastive-,"[0 1]:[100 100], Total:200"
0.9509581445401124,0.7936507936507937,0.6578947368421053,1.0,0.74,0.53,0.0009693574905395508,FedGPTCache-mpnet,mpnet,15th:tname-multi-qa-mpnet-base-cos-v1-dname-dgptcache-clients_per_round-4-num_clients-20-batch_size-128-device-cuda-client_epochs-6-num_rounds-50-loss_type-both-mnr-contrastive-,"[0 1]:[100 100], Total:200"
0.7034262767070347,0.6898954703832753,0.5294117647058824,0.99,0.555,0.54,0.07922311902046203,llama2,llama2,---,"[0 1]:[100 100], Total:200"
0.9409600767988001,0.7795275590551181,0.6428571428571429,0.99,0.72,0.54,0.0006395542621612549,FedGPTCache-albert,albert,15th:tname-paraphrase-albert-small-v2-dname-dgptcache-clients_per_round-4-num_clients-20-batch_size-128-device-cuda-client_epochs-6-num_rounds-50-loss_type-both-mnr-contrastive-,"[0 1]:[100 100], Total:200"
0.9509581445401124,0.7968127490039841,0.6622516556291391,1.0,0.745,0.54,0.0009921133518218995,FedGPTCache-mpnet,mpnet,15th:tname-multi-qa-mpnet-base-cos-v1-dname-dgptcache-clients_per_round-4-num_clients-20-batch_size-128-device-cuda-client_epochs-6-num_rounds-50-loss_type-both-mnr-contrastive-,"[0 1]:[100 100], Total:200"
0.7034262767070347,0.6898954703832753,0.5294117647058824,0.99,0.555,0.55,0.07927788257598876,llama2,llama2,---,"[0 1]:[100 100], Total:200"
0.9409600767988001,0.7857142857142857,0.6513157894736842,0.99,0.73,0.55,0.0006353747844696045,FedGPTCache-albert,albert,15th:tname-paraphrase-albert-small-v2-dname-dgptcache-clients_per_round-4-num_clients-20-batch_size-128-device-cuda-client_epochs-6-num_rounds-50-loss_type-both-mnr-contrastive-,"[0 1]:[100 100], Total:200"
0.9509581445401124,0.8,0.6666666666666666,1.0,0.75,0.55,0.001039363145828247,FedGPTCache-mpnet,mpnet,15th:tname-multi-qa-mpnet-base-cos-v1-dname-dgptcache-clients_per_round-4-num_clients-20-batch_size-128-device-cuda-client_epochs-6-num_rounds-50-loss_type-both-mnr-contrastive-,"[0 1]:[100 100], Total:200"
0.7034262767070347,0.6947368421052631,0.5351351351351351,0.99,0.565,0.56,0.07919655680656433,llama2,llama2,---,"[0 1]:[100 100], Total:200"
0.9409600767988001,0.7888446215139443,0.6556291390728477,0.99,0.735,0.56,0.000634690523147583,FedGPTCache-albert,albert,15th:tname-paraphrase-albert-small-v2-dname-dgptcache-clients_per_round-4-num_clients-20-batch_size-128-device-cuda-client_epochs-6-num_rounds-50-loss_type-both-mnr-contrastive-,"[0 1]:[100 100], Total:200"
0.9509581445401124,0.8032128514056226,0.6711409395973155,1.0,0.755,0.56,0.0010668909549713134,FedGPTCache-mpnet,mpnet,15th:tname-multi-qa-mpnet-base-cos-v1-dname-dgptcache-clients_per_round-4-num_clients-20-batch_size-128-device-cuda-client_epochs-6-num_rounds-50-loss_type-both-mnr-contrastive-,"[0 1]:[100 100], Total:200"
0.7034262767070347,0.6996466431095406,0.5409836065573771,0.99,0.575,0.57,0.07921047449111938,llama2,llama2,---,"[0 1]:[100 100], Total:200"
0.9409600767988001,0.8081632653061224,0.6827586206896552,0.99,0.765,0.57,0.0006352293491363525,FedGPTCache-albert,albert,15th:tname-paraphrase-albert-small-v2-dname-dgptcache-clients_per_round-4-num_clients-20-batch_size-128-device-cuda-client_epochs-6-num_rounds-50-loss_type-both-mnr-contrastive-,"[0 1]:[100 100], Total:200"
0.9509581445401124,0.8016194331983807,0.673469387755102,0.99,0.755,0.57,0.0010623800754547118,FedGPTCache-mpnet,mpnet,15th:tname-multi-qa-mpnet-base-cos-v1-dname-dgptcache-clients_per_round-4-num_clients-20-batch_size-128-device-cuda-client_epochs-6-num_rounds-50-loss_type-both-mnr-contrastive-,"[0 1]:[100 100], Total:200"
0.7034262767070347,0.7021276595744681,0.5439560439560439,0.99,0.58,0.58,0.07957434177398681,llama2,llama2,---,"[0 1]:[100 100], Total:200"
0.9409600767988001,0.8081632653061224,0.6827586206896552,0.99,0.765,0.58,0.0006385898590087891,FedGPTCache-albert,albert,15th:tname-paraphrase-albert-small-v2-dname-dgptcache-clients_per_round-4-num_clients-20-batch_size-128-device-cuda-client_epochs-6-num_rounds-50-loss_type-both-mnr-contrastive-,"[0 1]:[100 100], Total:200"
0.9509581445401124,0.8081632653061224,0.6827586206896552,0.99,0.765,0.58,0.0010678303241729737,FedGPTCache-mpnet,mpnet,15th:tname-multi-qa-mpnet-base-cos-v1-dname-dgptcache-clients_per_round-4-num_clients-20-batch_size-128-device-cuda-client_epochs-6-num_rounds-50-loss_type-both-mnr-contrastive-,"[0 1]:[100 100], Total:200"
0.7034262767070347,0.7075812274368232,0.5536723163841808,0.98,0.595,0.59,0.07918100833892822,llama2,llama2,---,"[0 1]:[100 100], Total:200"
0.9409600767988001,0.8114754098360656,0.6875,0.99,0.77,0.59,0.0006343090534210205,FedGPTCache-albert,albert,15th:tname-paraphrase-albert-small-v2-dname-dgptcache-clients_per_round-4-num_clients-20-batch_size-128-device-cuda-client_epochs-6-num_rounds-50-loss_type-both-mnr-contrastive-,"[0 1]:[100 100], Total:200"
0.9509581445401124,0.8114754098360656,0.6875,0.99,0.77,0.59,0.0010498154163360595,FedGPTCache-mpnet,mpnet,15th:tname-multi-qa-mpnet-base-cos-v1-dname-dgptcache-clients_per_round-4-num_clients-20-batch_size-128-device-cuda-client_epochs-6-num_rounds-50-loss_type-both-mnr-contrastive-,"[0 1]:[100 100], Total:200"
0.7034262767070347,0.7127272727272728,0.56,0.98,0.605,0.6,0.07959303021430969,llama2,llama2,---,"[0 1]:[100 100], Total:200"
0.9409600767988001,0.8114754098360656,0.6875,0.99,0.77,0.6,0.0006349897384643555,FedGPTCache-albert,albert,15th:tname-paraphrase-albert-small-v2-dname-dgptcache-clients_per_round-4-num_clients-20-batch_size-128-device-cuda-client_epochs-6-num_rounds-50-loss_type-both-mnr-contrastive-,"[0 1]:[100 100], Total:200"
0.9509581445401124,0.8148148148148148,0.6923076923076923,0.99,0.775,0.6,0.0010280311107635498,FedGPTCache-mpnet,mpnet,15th:tname-multi-qa-mpnet-base-cos-v1-dname-dgptcache-clients_per_round-4-num_clients-20-batch_size-128-device-cuda-client_epochs-6-num_rounds-50-loss_type-both-mnr-contrastive-,"[0 1]:[100 100], Total:200"
0.7034262767070347,0.717948717948718,0.5664739884393064,0.98,0.615,0.61,0.07918530106544494,llama2,llama2,---,"[0 1]:[100 100], Total:200"
0.9409600767988001,0.8148148148148148,0.6923076923076923,0.99,0.775,0.61,0.0006358349323272706,FedGPTCache-albert,albert,15th:tname-paraphrase-albert-small-v2-dname-dgptcache-clients_per_round-4-num_clients-20-batch_size-128-device-cuda-client_epochs-6-num_rounds-50-loss_type-both-mnr-contrastive-,"[0 1]:[100 100], Total:200"
0.9509581445401124,0.8250000000000001,0.7071428571428572,0.99,0.79,0.61,0.0010796689987182617,FedGPTCache-mpnet,mpnet,15th:tname-multi-qa-mpnet-base-cos-v1-dname-dgptcache-clients_per_round-4-num_clients-20-batch_size-128-device-cuda-client_epochs-6-num_rounds-50-loss_type-both-mnr-contrastive-,"[0 1]:[100 100], Total:200"
0.7034262767070347,0.7205882352941176,0.5697674418604651,0.98,0.62,0.62,0.07950233101844788,llama2,llama2,---,"[0 1]:[100 100], Total:200"
0.9409600767988001,0.8319327731092437,0.717391304347826,0.99,0.8,0.62,0.000636754035949707,FedGPTCache-albert,albert,15th:tname-paraphrase-albert-small-v2-dname-dgptcache-clients_per_round-4-num_clients-20-batch_size-128-device-cuda-client_epochs-6-num_rounds-50-loss_type-both-mnr-contrastive-,"[0 1]:[100 100], Total:200"
0.9509581445401124,0.8354430379746836,0.7226277372262774,0.99,0.805,0.62,0.0010564386844635009,FedGPTCache-mpnet,mpnet,15th:tname-multi-qa-mpnet-base-cos-v1-dname-dgptcache-clients_per_round-4-num_clients-20-batch_size-128-device-cuda-client_epochs-6-num_rounds-50-loss_type-both-mnr-contrastive-,"[0 1]:[100 100], Total:200"
0.7034262767070347,0.7185185185185184,0.5705882352941176,0.97,0.62,0.63,0.07927874088287354,llama2,llama2,---,"[0 1]:[100 100], Total:200"
0.9409600767988001,0.8389830508474576,0.7279411764705882,0.99,0.81,0.63,0.000638580322265625,FedGPTCache-albert,albert,15th:tname-paraphrase-albert-small-v2-dname-dgptcache-clients_per_round-4-num_clients-20-batch_size-128-device-cuda-client_epochs-6-num_rounds-50-loss_type-both-mnr-contrastive-,"[0 1]:[100 100], Total:200"
0.9509581445401124,0.8340425531914895,0.725925925925926,0.98,0.805,0.63,0.0009738445281982422,FedGPTCache-mpnet,mpnet,15th:tname-multi-qa-mpnet-base-cos-v1-dname-dgptcache-clients_per_round-4-num_clients-20-batch_size-128-device-cuda-client_epochs-6-num_rounds-50-loss_type-both-mnr-contrastive-,"[0 1]:[100 100], Total:200"
0.7034262767070347,0.721189591078067,0.5739644970414202,0.97,0.625,0.64,0.07951013922691345,llama2,llama2,---,"[0 1]:[100 100], Total:200"
0.9409600767988001,0.8461538461538461,0.7388059701492538,0.99,0.82,0.64,0.0006422829627990722,FedGPTCache-albert,albert,15th:tname-paraphrase-albert-small-v2-dname-dgptcache-clients_per_round-4-num_clients-20-batch_size-128-device-cuda-client_epochs-6-num_rounds-50-loss_type-both-mnr-contrastive-,"[0 1]:[100 100], Total:200"
