AP (All Rounds),AP (GPTCache),AP (SBERT-Threshold),Accuracy (All Rounds),Accuracy (GPTCache),Accuracy (SBERT-Threshold),Avg. Time (GPTCache),Avg. Time (SBERT-Threshold),F1 (All Rounds),F1 (Final Round),F1 (GPTCache),F1 (SBERT-Threshold),F1 (Stored Best F1),False Hit Rate (GPTCache),False Hit Rate (SBERT-Threshold),False Miss Rate (GPTCache),False Miss Rate (SBERT-Threshold),Precision (All Rounds),Precision (GPTCache),Precision (SBERT-Threshold),Recall (GPTCache),Recall (SBERT-Threshold),Threshold (GPTCache),Threshold (SBERT-Threshold),True Hit Rate (All Rounds),True Hit Rate (GPTCache),True Hit Rate (SBERT-Threshold),True Miss Rate (All Rounds),True Miss Rate (GPTCache),True Miss Rate (SBERT-Threshold),batch_size,client_epochs,clients_per_round,device,dname,key,loss_type,num_clients,num_rounds,tname,Test Data Size
[],0.863348379185093,0.904311249243408,"[0.8004424778761062, 0.8066371681415929, 0.8165929203539823, 0.8207964601769911, 0.8192477876106194, 0.8084070796460177, 0.8092920353982301, 0.8146017699115045, 0.8150442477876106, 0.8398230088495575, 0.8176991150442477, 0.8254424778761061, 0.825, 0.8267699115044248, 0.8278761061946903, 0.8338495575221239, 0.8338495575221239, 0.8336283185840708, 0.834070796460177, 0.8353982300884956, 0.8367256637168141, 0.838495575221239, 0.8369469026548673, 0.834070796460177, 0.83429203539823, 0.8358407079646017, 0.8411504424778761, 0.840929203539823, 0.8407079646017699, 0.8404867256637168, 0.8418141592920354]",0.8059734513274336,0.8367256637168141,0.0004979035495656782,0.0004997797244417984,"[0.8273353751914242, 0.8312741312741313, 0.8367145952334055, 0.8403626330311391, 0.8408338203779466, 0.8350476190476189, 0.8359345260753712, 0.8388461538461539, 0.8391070053887606, 0.851639344262295, 0.8414774913428242, 0.8466472303206997, 0.8464971861051815, 0.8477542290491931, 0.8485792137018294, 0.8523107177974434, 0.85225260672831, 0.8520849724626279, 0.8524783634933123, 0.853658536585366, 0.8546099290780143, 0.8560157790927021, 0.8545490428261299, 0.8534010946051602, 0.8535106591042441, 0.8546807677242461, 0.8581588305017779, 0.8579893343867273, 0.8579321231254933, 0.8575943116729212, 0.8587235724165185]",0.8587235724165185,0.829807878905492,0.8548387096774195,0.8587235724165185,0.28650442477876104,0.2683628318584071,0.03584070796460177,0.02920353982300885,"[0.7290823211875843, 0.7373287671232877, 0.7539936102236422, 0.757640369580668, 0.751131221719457, 0.7331103678929766, 0.7334669338677354, 0.7418367346938776, 0.7425068119891008, 0.7931297709923664, 0.7443839346494214, 0.7549393414211438, 0.7538886968544763, 0.7561567811307666, 0.7574704656011119, 0.7670796460176991, 0.767268862911796, 0.7669971671388102, 0.7673512747875354, 0.7684135977337111, 0.7702414772727273, 0.7722419928825622, 0.7712860705379408, 0.7643557422969187, 0.7648089730108657, 0.7666900913562895, 0.7751605995717344, 0.7748840528005708, 0.7742165242165242, 0.7745272921869426, 0.7757943591574438]",0.7390252333218112,0.7694759206798867,0.9460176991150443,0.9615044247787611,0.7,0.7122112512588501,"[0.7526548672566372, 0.7517699115044247, 0.7442477876106195, 0.7451327433628319, 0.7522123893805309, 0.7632743362831859, 0.7650442477876106, 0.7561946902654867, 0.7553097345132743, 0.7216814159292035, 0.7553097345132743, 0.7517699115044247, 0.7539823008849558, 0.7539823008849558, 0.7548672566371681, 0.7486725663716814, 0.7486725663716814, 0.7491150442477876, 0.75, 0.75, 0.7495575221238938, 0.75, 0.7477876106194691, 0.7539823008849558, 0.7526548672566372, 0.7526548672566372, 0.7477876106194691, 0.7469026548672566, 0.7486725663716814, 0.7460176991150442, 0.745575221238938]",0.7610619469026548,0.763716814159292,"[0.6026548672566372, 0.6207964601769912, 0.6584070796460177, 0.6619469026548672, 0.6402654867256637, 0.5977876106194691, 0.5942477876106195, 0.6146017699115044, 0.6154867256637168, 0.7292035398230089, 0.6172566371681416, 0.6389380530973451, 0.636283185840708, 0.6384955752212389, 0.6407079646017699, 0.6601769911504425, 0.6588495575221239, 0.6584070796460177, 0.6601769911504425, 0.6606194690265487, 0.6637168141592921, 0.665929203539823, 0.6646017699115044, 0.6482300884955752, 0.6486725663716815, 0.6522123893805309, 0.6694690265486726, 0.6703539823008849, 0.6676991150442478, 0.6699115044247788, 0.6703539823008849]",0.6300884955752213,0.6703539823008849,256,6,4,cuda,dgptcache,14th:tname-paraphrase-albert-small-v2-dname-dgptcache-clients_per_round-4-num_clients-20-batch_size-256-device-cuda-client_epochs-6-num_rounds-30-loss_type-both-mnr-contrastive-,both-mnr-contrastive,20,30,paraphrase-albert-small-v2,4520
[],0.863348379185093,0.9043501652955358,"[0.8050884955752212, 0.8088495575221238, 0.8048672566371682, 0.8154867256637168, 0.8261061946902655, 0.8267699115044248, 0.8296460176991151, 0.8269911504424778, 0.8258849557522124, 0.8230088495575221, 0.8349557522123894, 0.8365044247787611, 0.8258849557522124, 0.8378318584070796, 0.8389380530973451, 0.8396017699115044, 0.83429203539823, 0.8329646017699115, 0.8334070796460177, 0.8336283185840708, 0.8347345132743362, 0.8358407079646017, 0.8367256637168141, 0.8373893805309734, 0.8389380530973451, 0.8393805309734513, 0.8391592920353982, 0.8391592920353982, 0.8393805309734513, 0.8402654867256637, 0.840929203539823]",0.8059734513274336,0.838495575221239,0.0005270871968395942,0.0004970631240743452,"[0.8278960734518461, 0.830055074744296, 0.829861111111111, 0.8362779740871613, 0.83645443196005, 0.8373831775700935, 0.8424713584288052, 0.8436625349860055, 0.8443741348625667, 0.8432601880877743, 0.840734415029889, 0.8423970995947964, 0.8455954483029232, 0.8436766901258264, 0.8448422847399828, 0.8456461571215669, 0.8511821974965231, 0.851348690687143, 0.8516840653929486, 0.8518518518518519, 0.8528078817733991, 0.852660841938046, 0.8533969010727056, 0.8538476834360708, 0.854980079681275, 0.8553784860557768, 0.8550926848714372, 0.8550926848714372, 0.8552631578947368, 0.8559457302474062, 0.8564583749251348]",0.8564583749251348,0.829807878905492,0.8560157790927021,0.8564583749251348,0.28650442477876104,0.26570796460176993,0.03584070796460177,0.030973451327433628,"[0.7411682406435817, 0.7471671388101983, 0.7356361149110807, 0.7515878616796048, 0.7894736842105263, 0.7890410958904109, 0.7834855403348554, 0.7695113056163384, 0.7633178405434394, 0.7566807313642757, 0.8122937293729373, 0.8130918073281186, 0.759605216778287, 0.8143268834911486, 0.8149671052631579, 0.814936397209684, 0.7724486116119726, 0.7669386307201135, 0.7674831380901669, 0.7677556818181818, 0.7687388987566608, 0.7734149855907781, 0.7743330930064888, 0.775370169736367, 0.777536231884058, 0.7778985507246376, 0.7780195865070729, 0.7780195865070729, 0.7783018867924528, 0.7794331395348837, 0.7802837395416515]",0.7390252333218112,0.7722419928825622,0.9460176991150443,0.9601769911504425,0.7,0.714959442615509,"[0.7535398230088496, 0.7491150442477876, 0.7592920353982301, 0.7504424778761062, 0.7132743362831858, 0.713716814159292, 0.7278761061946902, 0.7398230088495575, 0.7460176991150442, 0.7508849557522124, 0.6911504424778762, 0.6942477876106194, 0.7513274336283186, 0.6960176991150443, 0.697787610619469, 0.6995575221238938, 0.7486725663716814, 0.7548672566371681, 0.754424778761062, 0.754424778761062, 0.7548672566371681, 0.7486725663716814, 0.7486725663716814, 0.7477876106194691, 0.7469026548672566, 0.7469026548672566, 0.745575221238938, 0.745575221238938, 0.7451327433628319, 0.745575221238938, 0.745575221238938]",0.7610619469026548,0.7632743362831859,"[0.6367256637168142, 0.6495575221238938, 0.6176991150442478, 0.6530973451327433, 0.7402654867256637, 0.7380530973451327, 0.7221238938053097, 0.6907079646017699, 0.672566371681416, 0.6535398230088496, 0.7716814159292036, 0.7721238938053098, 0.6557522123893805, 0.7743362831858407, 0.7743362831858407, 0.7738938053097345, 0.6765486725663716, 0.6632743362831859, 0.6632743362831859, 0.6623893805309734, 0.6623893805309734, 0.6752212389380531, 0.6778761061946903, 0.6805309734513274, 0.6836283185840708, 0.684070796460177, 0.6836283185840708, 0.6831858407079646, 0.6836283185840708, 0.6849557522123894, 0.6862831858407079]",0.6300884955752213,0.6743362831858407,256,6,8,cuda,dgptcache,14th:tname-paraphrase-albert-small-v2-dname-dgptcache-clients_per_round-8-num_clients-20-batch_size-256-device-cuda-client_epochs-6-num_rounds-30-loss_type-both-mnr-contrastive-,both-mnr-contrastive,20,30,paraphrase-albert-small-v2,4520
[],0.863348379185093,0.9090047405443985,"[0.809070796460177, 0.8172566371681416, 0.8146017699115045, 0.8179203539823009, 0.8245575221238938, 0.8345132743362832, 0.834070796460177, 0.8360619469026549, 0.8373893805309734, 0.8391592920353982, 0.8413716814159292, 0.8429203539823009, 0.8426991150442478, 0.8446902654867257, 0.8449115044247788, 0.8415929203539823, 0.8451327433628318, 0.8473451327433629, 0.8477876106194691, 0.8486725663716814, 0.8484513274336283, 0.8484513274336283, 0.845353982300885, 0.8493362831858408, 0.8464601769911504, 0.8469026548672567, 0.8519911504424779, 0.8528761061946902, 0.852433628318584, 0.8504424778761062, 0.8526548672566372]",0.8059734513274336,0.8564159292035398,0.000492518243536485,0.0004963180132671795,"[0.8226833778508321, 0.8287728026533996, 0.8349743993698306, 0.8366739432427069, 0.8413047828697218, 0.8462803123715578, 0.848239579117766, 0.8501516683518705, 0.8515451423954756, 0.8527445817297954, 0.8543570993296771, 0.8556323708824726, 0.8556931195453624, 0.8574908647990256, 0.8575492786019102, 0.8561671353957413, 0.8578391551584078, 0.8594132029339854, 0.85999185999186, 0.8607491856677525, 0.8604603788959054, 0.8602896186008566, 0.8589303733602422, 0.8607077111883822, 0.8595710238769728, 0.8599757183326588, 0.8630501535312181, 0.8618899273104881, 0.8627854350956593, 0.8627132412672623, 0.8618830360846123]",0.8618830360846123,0.829807878905492,0.8684903748733536,0.8630501535312181,0.28650442477876104,0.2398230088495575,0.03584070796460177,0.04115044247787611,"[0.7679324894514767, 0.7796411856474259, 0.752306600425834, 0.758546239654552, 0.7679941541834125, 0.7900997697620875, 0.7815063385533184, 0.7828677839851024, 0.7833519137866964, 0.7863279790810609, 0.7897108524220804, 0.7915726109857035, 0.7904011998500188, 0.792198049512378, 0.79293498684705, 0.7840323767476085, 0.7927927927927928, 0.7964501510574018, 0.7961567445365486, 0.797134238310709, 0.797281993204983, 0.7979568671963677, 0.7896103896103897, 0.800304298212248, 0.7919463087248322, 0.7923191648023863, 0.803047619047619, 0.812133072407045, 0.8062283737024222, 0.7972972972972973, 0.8110850897736144]",0.7390252333218112,0.8011214953271028,0.9460176991150443,0.9482300884955752,0.7,0.7357927560806274,"[0.713716814159292, 0.7150442477876107, 0.75, 0.7446902654867257, 0.7411504424778761, 0.727433628318584, 0.7380530973451327, 0.7380530973451327, 0.7398230088495575, 0.7376106194690265, 0.736283185840708, 0.736283185840708, 0.7380530973451327, 0.7389380530973452, 0.7376106194690265, 0.7429203539823008, 0.736283185840708, 0.734070796460177, 0.7353982300884956, 0.7371681415929203, 0.7349557522123894, 0.7336283185840708, 0.7393805309734514, 0.7296460176991151, 0.7367256637168141, 0.7371681415929203, 0.7305309734513274, 0.7168141592920354, 0.7243362831858408, 0.7345132743362832, 0.7163716814159292]",0.7610619469026548,0.7548672566371681,"[0.70929203539823, 0.7256637168141593, 0.6575221238938053, 0.6699115044247788, 0.6880530973451328, 0.7296460176991151, 0.7084070796460177, 0.7097345132743362, 0.7084070796460177, 0.7128318584070796, 0.7176991150442478, 0.7199115044247788, 0.7172566371681416, 0.7176991150442478, 0.718141592920354, 0.6982300884955752, 0.7172566371681416, 0.7234513274336283, 0.7212389380530974, 0.7216814159292035, 0.7234513274336283, 0.7238938053097345, 0.7053097345132744, 0.7292035398230089, 0.70929203539823, 0.70929203539823, 0.7305309734513274, 0.7508849557522124, 0.7358407079646018, 0.718141592920354, 0.745575221238938]",0.6300884955752213,0.7243362831858408,256,8,4,cuda,dgptcache,14th:tname-paraphrase-albert-small-v2-dname-dgptcache-clients_per_round-4-num_clients-20-batch_size-256-device-cuda-client_epochs-8-num_rounds-30-loss_type-both-mnr-contrastive-,both-mnr-contrastive,20,30,paraphrase-albert-small-v2,4520
[],0.863348379185093,0.9083224532221242,"[0.8112831858407079, 0.822787610619469, 0.8309734513274336, 0.831858407079646, 0.8382743362831858, 0.8376106194690266, 0.8398230088495575, 0.8398230088495575, 0.838495575221239, 0.8407079646017699, 0.8254424778761061, 0.8256637168141593, 0.843141592920354, 0.8418141592920354, 0.8418141592920354, 0.8462389380530974, 0.8413716814159292, 0.8469026548672567, 0.8393805309734513, 0.8442477876106195, 0.8389380530973451, 0.8473451327433629, 0.8473451327433629, 0.8484513274336283, 0.840929203539823, 0.8415929203539823, 0.8497787610619469, 0.8504424778761062, 0.8506637168141593, 0.8508849557522123, 0.8526548672566372]",0.8059734513274336,0.8575221238938053,0.0004995942115783691,0.0004954817020787602,"[0.8224026650010411, 0.8288095746954477, 0.837791932059448, 0.8364184244511408, 0.8494335736354273, 0.8448858833474219, 0.8450342465753424, 0.8425402348847324, 0.8392070484581498, 0.8413397972675187, 0.8153522115609643, 0.8160597572362277, 0.8445516334137251, 0.840080518899575, 0.8402234636871508, 0.8472191690481424, 0.8396331916797136, 0.8476442095992954, 0.8343978102189782, 0.8423645320197045, 0.8342440801457195, 0.8454301075268817, 0.8452914798206278, 0.8464469849809461, 0.8365537622186862, 0.8371987266939519, 0.8482003129890453, 0.8487018800358102, 0.8488918737407656, 0.8490819525302284, 0.8511399195350917]",0.8511399195350917,0.829807878905492,0.8668871434477056,0.8511399195350917,0.28650442477876104,0.22300884955752212,0.03584070796460177,0.059734513274336286,"[0.776641761698781, 0.8015708970649028, 0.8053061224489796, 0.8143336127409891, 0.7946050096339113, 0.8086569579288025, 0.818407960199005, 0.8284858853721129, 0.8355263157894737, 0.8380158033362599, 0.8653750620963736, 0.8636363636363636, 0.8370273794002607, 0.8493894165535957, 0.8487584650112867, 0.8418523372651813, 0.8489371325192221, 0.843558282208589, 0.8611111111111112, 0.8526745240253853, 0.8592870544090057, 0.8561705989110708, 0.8568181818181818, 0.8577919127669241, 0.8602150537634409, 0.8610851262862488, 0.8572074107546317, 0.8586956521739131, 0.8590847304032624, 0.8594741613780599, 0.8599819331526649]",0.7390252333218112,0.8134212567882079,0.9460176991150443,0.9278761061946903,0.7,0.7563115358352661,"[0.7, 0.6902654867256637, 0.6986725663716814, 0.6884955752212389, 0.7265486725663717, 0.7030973451327434, 0.6946902654867256, 0.6831858407079646, 0.6730088495575222, 0.6738938053097345, 0.618141592920354, 0.620353982300885, 0.6778761061946903, 0.6623893805309734, 0.6619469026548672, 0.6752212389380531, 0.6592920353982301, 0.6721238938053097, 0.6407079646017699, 0.6592920353982301, 0.6402654867256637, 0.6597345132743363, 0.6584070796460177, 0.6601769911504425, 0.643362831858407, 0.6438053097345132, 0.6632743362831859, 0.6637168141592921, 0.6637168141592921, 0.6641592920353983, 0.665929203539823]",0.7610619469026548,0.7389380530973452,"[0.7234513274336283, 0.7632743362831859, 0.763716814159292, 0.7805309734513274, 0.7336283185840708, 0.7654867256637168, 0.7809734513274337, 0.7986725663716814, 0.8110619469026549, 0.8132743362831858, 0.8628318584070797, 0.8606194690265486, 0.8101769911504425, 0.8305309734513274, 0.8292035398230089, 0.8163716814159292, 0.8292035398230089, 0.8194690265486726, 0.8464601769911504, 0.8331858407079646, 0.8451327433628318, 0.8358407079646017, 0.8358407079646017, 0.8371681415929203, 0.8438053097345133, 0.8446902654867257, 0.8349557522123894, 0.8362831858407079, 0.8376106194690266, 0.8380530973451328, 0.8376106194690266]",0.6300884955752213,0.7553097345132743,256,8,8,cuda,dgptcache,14th:tname-paraphrase-albert-small-v2-dname-dgptcache-clients_per_round-8-num_clients-20-batch_size-256-device-cuda-client_epochs-8-num_rounds-30-loss_type-both-mnr-contrastive-,both-mnr-contrastive,20,30,paraphrase-albert-small-v2,4520
"[0.8425252866211946, 0.856965866592558]",0.863348379185093,0.8760513107543997,"[0.8108407079646017, 0.8210176991150443]",0.8059734513274336,0.8210176991150443,0.000492935317807493,0.0004957894835851889,"[0.8297151961760606, 0.8391330284350765]",0.8391330284350765,0.829807878905492,0.8399604352126608,0.8391330284350765,0.28650442477876104,0.26172566371681416,0.03584070796460177,0.0415929203539823,"[0.7544367982614995, 0.7620079451065367]",0.7390252333218112,0.7595706618962433,0.9460176991150443,0.9393805309734513,0.7,0.7194439172744751,"[0.7464601769911504, 0.7539823008849558]",0.7610619469026548,0.7592920353982301,"[0.6690265486725664, 0.6743362831858407]",0.6300884955752213,0.6756637168141593,128,6,4,cuda,dgptcache,15th:tname-paraphrase-albert-small-v2-dname-dgptcache-clients_per_round-4-num_clients-20-batch_size-128-device-cuda-client_epochs-6-num_rounds-1-loss_type-both-mnr-contrastive-,both-mnr-contrastive,20,1,paraphrase-albert-small-v2,4520
"[0.850689752630553, 0.8659784587650339, 0.8742813904967003]",0.863348379185093,0.8838501497018865,"[0.8117256637168142, 0.8194690265486726, 0.8278761061946903]",0.8059734513274336,0.8300884955752212,0.0004955093417547445,0.0004960102317607509,"[0.8295613859403165, 0.8376442499005172, 0.8421906693711968]",0.8421906693711968,0.829807878905492,0.8464614154338265,0.8421906693711968,0.28650442477876104,0.2515486725663717,0.03584070796460177,0.046902654867256637,"[0.7577753384559093, 0.7610267534345625, 0.7775280898876404]",0.7390252333218112,0.7720641867250182,0.9460176991150443,0.9367256637168142,0.7,0.7304970026016235,"[0.7353982300884956, 0.7460176991150442, 0.7336283185840708]",0.7610619469026548,0.7553097345132743,"[0.6849557522123894, 0.679646017699115, 0.7123893805309734]",0.6300884955752213,0.6946902654867256,128,6,4,cuda,dgptcache,15th:tname-paraphrase-albert-small-v2-dname-dgptcache-clients_per_round-4-num_clients-20-batch_size-128-device-cuda-client_epochs-6-num_rounds-2-loss_type-both-mnr-contrastive-,both-mnr-contrastive,20,2,paraphrase-albert-small-v2,4520
"[0.8711046251002015, 0.8865866572948065, 0.8940016643784002, 0.8986772418511011, 0.9023543181794293, 0.9050259125815977, 0.9071277117777378, 0.9088386750229575, 0.9107216976119623, 0.9120763388044849, 0.9134261942129189, 0.9146559870789552, 0.9159123858865315, 0.9167693780594478, 0.9174313677738514, 0.9180955126791427, 0.9186308402960555, 0.9193731879391054, 0.919909988635655, 0.9204324980761516, 0.921068601627155, 0.9215428019541796, 0.9219816079512848, 0.9220880400962874, 0.9228211700668223, 0.922853997127674, 0.9230269743288123, 0.9235411779418696, 0.9237764938255535, 0.9241864360025924, 0.9245046188524173, 0.9249011334610542, 0.9250953783145014, 0.9254309976679339, 0.9256437023461948, 0.9255965219501633, 0.9260192680948824, 0.9261101250407207, 0.9263433995778732, 0.9264671831863973, 0.9266402824157804, 0.9266430089300597, 0.9267015939639748, 0.9271564996483409, 0.9271141074529827, 0.9273276388254809, 0.927845771597744, 0.928122687173371, 0.9278839117079813, 0.9279370779091313, 0.928238159101081]",0.8779621719616381,0.9249048404764302,"[0.8053097345132744, 0.820353982300885, 0.8311946902654868, 0.8365044247787611, 0.8404867256637168, 0.8396017699115044, 0.8471238938053097, 0.8365044247787611, 0.8484513274336283, 0.8484513274336283, 0.8502212389380531, 0.8433628318584071, 0.8588495575221239, 0.8617256637168141, 0.8610619469026549, 0.8628318584070797, 0.8650442477876106, 0.8513274336283185, 0.8654867256637168, 0.8641592920353982, 0.8632743362831858, 0.8668141592920354, 0.8670353982300885, 0.8665929203539823, 0.8661504424778761, 0.8683628318584071, 0.8699115044247787, 0.8692477876106195, 0.8714601769911504, 0.8683628318584071, 0.8694690265486725, 0.8721238938053097, 0.8674778761061946, 0.8732300884955753, 0.8741150442477876, 0.8730088495575221, 0.8752212389380531, 0.8763274336283186, 0.8730088495575221, 0.8727876106194691, 0.8725663716814159, 0.8752212389380531, 0.8752212389380531, 0.875, 0.8763274336283186, 0.8758849557522124, 0.8754424778761062, 0.8776548672566372, 0.8787610619469026, 0.8792035398230088, 0.8792035398230088]",0.7986725663716814,0.8745575221238938,0.0007416916632019312,0.0007455327869516559,"[0.8256735340729001, 0.8380534503390507, 0.8452646522003651, 0.8472824963835504, 0.8533658735001017, 0.8539190006044731, 0.8574375902620177, 0.852700817221447, 0.8600040874718986, 0.8600612870275791, 0.861639076231351, 0.8589079314467916, 0.8664713269150272, 0.8682824025289779, 0.8682333193453629, 0.870020964360587, 0.8721709974853311, 0.8640226628895183, 0.8727501046462955, 0.8715481171548116, 0.8709273182957393, 0.872673434856176, 0.8731264513405108, 0.8723809523809524, 0.874141876430206, 0.8748159057437408, 0.8759493670886076, 0.8754478398314015, 0.8775553213909378, 0.8761190922340204, 0.8769808173477898, 0.877542372881356, 0.8753900561680882, 0.8778512044340226, 0.8791675514971331, 0.8785442234447736, 0.8800510421097405, 0.880427807486631, 0.8786469344608879, 0.8789728478215113, 0.8784810126582279, 0.8799489144316731, 0.8803056027164685, 0.8799660080730827, 0.8808864265927978, 0.8808158062460165, 0.8802891771209864, 0.8815084636811656, 0.8821505376344086, 0.8835324232081911, 0.8828326180257511]",0.8828326180257511,0.8248652809853734,0.8793873643905552,0.8835324232081911,0.30575221238938055,0.2075221238938053,0.03008849557522124,0.0668141592920354,"[0.7474892395982783, 0.7628903413217138, 0.7802321228004493, 0.794881737107406, 0.7896123447497178, 0.7839437661857196, 0.8032470042520293, 0.7758433079434167, 0.7990884922142043, 0.7988614800759013, 0.8006076718571972, 0.7813633067440174, 0.8220810166799047, 0.8289738430583501, 0.8256185155626496, 0.8266932270916335, 0.8284235668789809, 0.7960477255779269, 0.8280381254964257, 0.8265873015873015, 0.8247626582278481, 0.8358995137763371, 0.8348809043197416, 0.8361054766734279, 0.8248920298390263, 0.8339350180505415, 0.8370967741935483, 0.8358148893360161, 0.8378269617706238, 0.8273692489186001, 0.8292586750788643, 0.841869918699187, 0.8260698861405575, 0.8469765528589058, 0.8452429563086974, 0.8418491484184915, 0.8472563472563472, 0.8521739130434782, 0.8412955465587044, 0.8382175832998796, 0.839516129032258, 0.8478260869565217, 0.8458401305057096, 0.8463424601552922, 0.8495684340320592, 0.8471597874948917, 0.8473188702415063, 0.8545907769007063, 0.8581589958158996, 0.8529654036243822, 0.8570833333333333]",0.7299046321525886,0.8467841048750512,0.9482300884955752,0.9146017699115044,0.7,0.7958912253379822,"[0.7238938053097345, 0.7252212389380531, 0.7194690265486726, 0.7061946902654868, 0.7199115044247788, 0.7238938053097345, 0.7115044247787611, 0.7278761061946902, 0.715929203539823, 0.7163716814159292, 0.7172566371681416, 0.7278761061946902, 0.7026548672566372, 0.7008849557522124, 0.7013274336283186, 0.7026548672566372, 0.7030973451327434, 0.7207964601769912, 0.7057522123893806, 0.7057522123893806, 0.7057522123893806, 0.6964601769911505, 0.6986725663716814, 0.6946902654867256, 0.7061946902654868, 0.7013274336283186, 0.7, 0.6995575221238938, 0.7017699115044248, 0.7079646017699115, 0.7079646017699115, 0.697787610619469, 0.7084070796460177, 0.6938053097345133, 0.6982300884955752, 0.7008849557522124, 0.697787610619469, 0.6929203539823009, 0.6995575221238938, 0.7008849557522124, 0.6986725663716814, 0.6964601769911505, 0.697787610619469, 0.6973451327433628, 0.6942477876106194, 0.6964601769911505, 0.6933628318584071, 0.6902654867256637, 0.6884955752212389, 0.6933628318584071, 0.6902654867256637]",0.7473451327433628,0.7115044247787611,"[0.6570796460176991, 0.6783185840707965, 0.70929203539823, 0.7358407079646018, 0.7194690265486726, 0.7053097345132744, 0.7415929203539823, 0.6893805309734513, 0.7309734513274336, 0.7309734513274336, 0.7314159292035398, 0.6938053097345133, 0.7650442477876106, 0.7783185840707965, 0.7712389380530974, 0.7716814159292036, 0.772566371681416, 0.718141592920354, 0.7716814159292036, 0.7699115044247787, 0.7672566371681416, 0.7876106194690266, 0.7836283185840708, 0.7884955752212389, 0.7650442477876106, 0.781858407079646, 0.7871681415929204, 0.7849557522123893, 0.7889380530973451, 0.7694690265486726, 0.7730088495575221, 0.7942477876106194, 0.768141592920354, 0.8035398230088495, 0.7986725663716814, 0.7946902654867256, 0.802212389380531, 0.8101769911504425, 0.7938053097345132, 0.7889380530973451, 0.7911504424778761, 0.8039823008849557, 0.8004424778761062, 0.8004424778761062, 0.8061946902654867, 0.8017699115044248, 0.8013274336283186, 0.8137168141592921, 0.8216814159292035, 0.8101769911504425, 0.8172566371681416]",0.6110619469026549,0.8066371681415929,128,6,4,cuda,dgptcache,15th:tname-multi-qa-mpnet-base-cos-v1-dname-dgptcache-clients_per_round-4-num_clients-20-batch_size-128-device-cuda-client_epochs-6-num_rounds-50-loss_type-both-mnr-contrastive-,both-mnr-contrastive,20,50,multi-qa-mpnet-base-cos-v1,4520
