tname,dname,clients_per_round,num_clients,batch_size,device,client_epochs,num_rounds,Searched Round,Round F1,Final Round F1,Stored Best F1,True Hit Rate (Round),True Hit Rate (Final Round),F1 (R),Precision (R),Recall (R),Accuracy (R),Threshold (R),Avg. Time (R),True Hit Rate (R),False Hit Rate (R),True Miss Rate (R),False Miss Rate (R),key,F1 (GPTCache),Precision (GPTCache),Recall (GPTCache),Accuracy (GPTCache),Threshold (GPTCache),Avg. Time (GPTCache),True Hit Rate (GPTCache),False Hit Rate (GPTCache),True Miss Rate (GPTCache),False Miss Rate (GPTCache)
paraphrase-albert-small-v2,quora,2,20,512,cuda,1,2,0,0.7428484633689433,0.7428484633689433,-1,-1,-1,0.7400134566024571,0.6236297198538368,0.9098039215686274,0.74183410868059,0.67,0.00043715798688456406,0.36801470588235297,0.5928437097891716,0.4253279096795617,0.012316176470588235,tname-paraphrase-albert-small-v2-dname-quora-clients_per_round-2-num_clients-20-batch_size-512-device-cuda-client_epochs-1-num_rounds-2-,0.7397117192396073,0.6445212959592282,0.8678921568627451,0.7533405919033951,0.7,0.00043773812774760906,0.3627450980392157,0.5522617044442245,0.4912834135812718,0.02071078431372549
