AP,F1,Precision,Recall,Accuracy,True Hit Rate,False Hit Rate,True Miss Rate,False Miss Rate,Threshold,Key
0.9256437023461948,0.8791675514971331,0.8452429563086974,0.915929203539823,0.8741150442477876,0.6982300884955752,0.21814159292035398,0.7986725663716814,0.0668141592920354,0.7869139909744263,15th:tname-multi-qa-mpnet-base-cos-v1-dname-dgptcache-clients_per_round-4-num_clients-20-batch_size-128-device-cuda-client_epochs-6-num_rounds-50-loss_type-both-mnr-contrastive-
0.9255965219501633,0.8785442234447736,0.8418491484184915,0.9185840707964602,0.8730088495575221,0.7008849557522124,0.21991150442477875,0.7946902654867256,0.06460176991150443,0.7867144346237183,15th:tname-multi-qa-mpnet-base-cos-v1-dname-dgptcache-clients_per_round-4-num_clients-20-batch_size-128-device-cuda-client_epochs-6-num_rounds-50-loss_type-both-mnr-contrastive-
0.9260192680948824,0.8800510421097405,0.8472563472563472,0.9154867256637168,0.8752212389380531,0.697787610619469,0.2161504424778761,0.802212389380531,0.06769911504424779,0.7917814254760742,15th:tname-multi-qa-mpnet-base-cos-v1-dname-dgptcache-clients_per_round-4-num_clients-20-batch_size-128-device-cuda-client_epochs-6-num_rounds-50-loss_type-both-mnr-contrastive-
0.9261101250407207,0.880427807486631,0.8521739130434782,0.9106194690265487,0.8763274336283186,0.6929203539823009,0.21261061946902654,0.8101769911504425,0.07168141592920355,0.7976500988006592,15th:tname-multi-qa-mpnet-base-cos-v1-dname-dgptcache-clients_per_round-4-num_clients-20-batch_size-128-device-cuda-client_epochs-6-num_rounds-50-loss_type-both-mnr-contrastive-
0.9263433995778732,0.8786469344608879,0.8412955465587044,0.9194690265486726,0.8730088495575221,0.6995575221238938,0.22101769911504424,0.7938053097345132,0.06460176991150443,0.7847633361816406,15th:tname-multi-qa-mpnet-base-cos-v1-dname-dgptcache-clients_per_round-4-num_clients-20-batch_size-128-device-cuda-client_epochs-6-num_rounds-50-loss_type-both-mnr-contrastive-
0.9264671831863973,0.8789728478215113,0.8382175832998796,0.9238938053097345,0.8727876106194691,0.7008849557522124,0.2241150442477876,0.7889380530973451,0.061946902654867256,0.7791642546653748,15th:tname-multi-qa-mpnet-base-cos-v1-dname-dgptcache-clients_per_round-4-num_clients-20-batch_size-128-device-cuda-client_epochs-6-num_rounds-50-loss_type-both-mnr-contrastive-
0.9266402824157804,0.8784810126582279,0.839516129032258,0.9212389380530973,0.8725663716814159,0.6986725663716814,0.22300884955752212,0.7911504424778761,0.06415929203539823,0.7799842357635498,15th:tname-multi-qa-mpnet-base-cos-v1-dname-dgptcache-clients_per_round-4-num_clients-20-batch_size-128-device-cuda-client_epochs-6-num_rounds-50-loss_type-both-mnr-contrastive-
0.9266430089300597,0.8799489144316731,0.8478260869565217,0.9146017699115044,0.8752212389380531,0.6964601769911505,0.21526548672566373,0.8039823008849557,0.06902654867256637,0.792298436164856,15th:tname-multi-qa-mpnet-base-cos-v1-dname-dgptcache-clients_per_round-4-num_clients-20-batch_size-128-device-cuda-client_epochs-6-num_rounds-50-loss_type-both-mnr-contrastive-
0.9267015939639748,0.8803056027164685,0.8458401305057096,0.9176991150442478,0.8752212389380531,0.697787610619469,0.2176991150442478,0.8004424778761062,0.06637168141592921,0.7905604839324951,15th:tname-multi-qa-mpnet-base-cos-v1-dname-dgptcache-clients_per_round-4-num_clients-20-batch_size-128-device-cuda-client_epochs-6-num_rounds-50-loss_type-both-mnr-contrastive-
0.9271564996483409,0.8799660080730827,0.8463424601552922,0.9163716814159292,0.875,0.6973451327433628,0.21747787610619468,0.8004424778761062,0.06725663716814159,0.788671612739563,15th:tname-multi-qa-mpnet-base-cos-v1-dname-dgptcache-clients_per_round-4-num_clients-20-batch_size-128-device-cuda-client_epochs-6-num_rounds-50-loss_type-both-mnr-contrastive-
0.9271141074529827,0.8808864265927978,0.8495684340320592,0.9146017699115044,0.8763274336283186,0.6942477876106194,0.21482300884955752,0.8061946902654867,0.06991150442477877,0.7947558164596558,15th:tname-multi-qa-mpnet-base-cos-v1-dname-dgptcache-clients_per_round-4-num_clients-20-batch_size-128-device-cuda-client_epochs-6-num_rounds-50-loss_type-both-mnr-contrastive-
0.9273276388254809,0.8808158062460165,0.8471597874948917,0.9172566371681415,0.8758849557522124,0.6964601769911505,0.2170353982300885,0.8017699115044248,0.06769911504424779,0.786285400390625,15th:tname-multi-qa-mpnet-base-cos-v1-dname-dgptcache-clients_per_round-4-num_clients-20-batch_size-128-device-cuda-client_epochs-6-num_rounds-50-loss_type-both-mnr-contrastive-
0.927845771597744,0.8802891771209864,0.8473188702415063,0.915929203539823,0.8754424778761062,0.6933628318584071,0.2176991150442478,0.8013274336283186,0.06991150442477877,0.789309024810791,15th:tname-multi-qa-mpnet-base-cos-v1-dname-dgptcache-clients_per_round-4-num_clients-20-batch_size-128-device-cuda-client_epochs-6-num_rounds-50-loss_type-both-mnr-contrastive-
0.928122687173371,0.8815084636811656,0.8545907769007063,0.9101769911504425,0.8776548672566372,0.6902654867256637,0.21128318584070796,0.8137168141592921,0.07345132743362832,0.7939680814743042,15th:tname-multi-qa-mpnet-base-cos-v1-dname-dgptcache-clients_per_round-4-num_clients-20-batch_size-128-device-cuda-client_epochs-6-num_rounds-50-loss_type-both-mnr-contrastive-
0.9278839117079813,0.8821505376344086,0.8581589958158996,0.9075221238938053,0.8787610619469026,0.6884955752212389,0.206858407079646,0.8216814159292035,0.07610619469026549,0.7993331551551819,15th:tname-multi-qa-mpnet-base-cos-v1-dname-dgptcache-clients_per_round-4-num_clients-20-batch_size-128-device-cuda-client_epochs-6-num_rounds-50-loss_type-both-mnr-contrastive-
0.9279370779091313,0.8835324232081911,0.8529654036243822,0.9163716814159292,0.8792035398230088,0.6933628318584071,0.21371681415929203,0.8101769911504425,0.06902654867256637,0.7915594577789307,15th:tname-multi-qa-mpnet-base-cos-v1-dname-dgptcache-clients_per_round-4-num_clients-20-batch_size-128-device-cuda-client_epochs-6-num_rounds-50-loss_type-both-mnr-contrastive-
0.928238159101081,0.8828326180257511,0.8570833333333333,0.9101769911504425,0.8792035398230088,0.6902654867256637,0.2095132743362832,0.8172566371681416,0.07345132743362832,0.7993255853652954,15th:tname-multi-qa-mpnet-base-cos-v1-dname-dgptcache-clients_per_round-4-num_clients-20-batch_size-128-device-cuda-client_epochs-6-num_rounds-50-loss_type-both-mnr-contrastive-
